Serial_No,Date(%y-%m-%d),District,Crop,N(kg/ha),P(kg/ha),K(kg/ha),pH,Rainfall(mm),Temperature(°C),Humidity(%),Market_Price(INR/kg),Yield(kg/ha),Total_Market_Price(INR/ha)
2192,2025-01-18,Sankagiri,Groundnut,53,37,30,6.5,766,28,78,125.04,2055.0,256957.2
2193,2025-08-17,Nagapattinam,Tomato,138,80,122,6.9,825,21,71,110.61,7077.0,782786.97
2194,2025-08-11,Erode,Cabbage,161,82,87,6.8,1190,22,72,101.22,4472.0,452655.84
2195,2025-04-06,Tirunelveli,Brinjal,124,76,70,6.6,832,29,79,105.78,11606.0,1227682.68
2196,2025-01-22,Erode,Cabbage,168,76,96,6.8,1087,20,70,104.93,4628.0,485616.04
2197,2025-01-17,Coimbatore,Carrot,105,50,72,7.1,549,18,67,110.3,10770.0,1187931.0
2198,2025-01-31,Kallakurichi,Wheat,111,61,77,6.8,668,21,73,105.88,5879.0,622468.52
2199,2025-04-08,Namakkal,Carrot,110,64,58,7.0,790,17,68,100.4,10425.0,1046670.0
2200,2025-11-19,Kanchipuram,Brinjal,96,63,68,6.8,1131,27,70,107.51,12111.0,1302053.61
2201,2025-01-15,Tiruvallur,Tomato,140,79,130,6.9,848,24,68,96.14,8550.0,821997.0
2202,2025-06-09,Cuddalore,Chickpea,82,42,61,6.5,844,22,71,108.69,2913.0,316613.97
2203,2025-06-25,Coimbatore,Onion,134,63,73,6.8,785,23,62,110.84,13475.0,1493569.0
2204,2025-07-14,Namakkal,Carrot,85,68,66,6.9,879,22,69,104.68,8988.0,940863.84
2205,2025-09-15,Ariyalur,Maize,135,73,118,6.4,796,29,69,101.59,4940.0,501854.6
2206,2025-09-16,Ramanathapuram,Chickpea,76,35,52,6.9,874,20,69,109.31,6274.0,685810.94
2207,2025-08-27,Dindigul,Banana,198,97,158,7.2,1578,32,70,92.61,36959.0,3422772.99
2208,2025-08-09,Ooty,Cotton,99,50,78,6.7,946,30,66,100.36,1892.0,189881.12
2209,2025-09-27,Pudukkottai,Mango,120,66,97,6.8,1032,26,70,93.43,22620.0,2113386.6
2210,2025-10-28,Cuddalore,Maize,141,74,122,6.8,837,26,63,108.84,5463.0,594592.92
2211,2025-01-24,Sankagiri,Chili,108,59,103,6.6,1028,25,65,97.09,3122.0,303114.98
2212,2025-06-21,Madurai,Maize,146,76,127,7.1,858,27,67,101.68,6259.0,636415.12
2213,2025-07-06,Ooty,Cotton,95,55,38,7.0,707,28,70,97.24,941.0,91502.84
2214,2025-03-11,Namakkal,Lemon,95,57,98,7.2,1113,30,75,118.83,15108.0,1795283.64
2215,2025-05-18,Villupuram,Cauliflower,142,68,91,6.7,734,17,72,83.5,5515.0,460502.5
2216,2025-04-06,Nagapattinam,Carrot,91,66,56,7.3,841,21,71,100.88,9608.0,969255.04
2217,2025-08-31,Tiruvannamalai,Sugarcane,153,87,139,6.9,1927,27,75,115.84,84072.0,9738900.48
2218,2025-06-10,Sivaganga,Tomato,139,80,120,6.8,882,22,73,96.97,6944.0,673359.68
2219,2025-07-28,Kanyakumari,Banana,185,91,124,7.2,1410,28,72,101.72,24706.0,2513094.32
2220,2025-04-22,Vellore,Pumpkin,112,65,66,6.9,823,30,66,96.9,22035.0,2135191.5
2221,2025-12-23,Vellore,Tomato,145,87,146,6.8,917,20,68,107.73,4423.0,476489.79
2222,2025-01-02,Ooty,Rice,148,74,103,6.4,1050,24,69,90.2,3844.0,346728.8
2223,2025-10-03,Theni,Brinjal,96,64,70,7.0,900,26,72,104.14,8459.0,880920.26
2224,2025-10-29,Virdhunagar,Rice,126,64,111,6.4,1193,20,69,91.63,2585.0,236863.55
2225,2025-10-13,Krishnagiri,Chili,113,68,106,6.4,818,31,66,97.98,2974.0,291392.52
2226,2025-05-13,Ramanathapuram,Banana,175,102,160,7.1,1420,28,69,101.81,50456.0,5136925.36
2227,2025-04-23,Chennai,Carrot,71,72,67,6.9,854,22,62,99.08,9123.0,903906.84
2228,2025-08-18,Tirunelveli,Watermelon,165,81,126,6.9,1566,29,64,99.57,12444.0,1239049.08
2229,2025-12-31,Virdhunagar,Maize,132,65,123,6.7,982,27,68,104.8,4940.0,517712.0
2230,2025-11-27,Chennai,Tomato,149,78,121,7.2,1042,23,63,105.5,9314.0,982627.0
2231,2025-01-20,Nagapattinam,Maize,157,73,148,6.7,881,28,66,115.04,6881.0,791590.24
2232,2025-09-18,Tiruvannamalai,Pumpkin,83,53,84,6.6,1169,26,65,100.23,15578.0,1561382.94
2233,2025-06-20,Kanchipuram,Tapioca,134,41,81,6.4,1459,27,71,107.74,19036.0,2050938.64
2234,2025-12-02,Dindigul,Cabbage,143,69,88,6.8,921,21,73,101.0,5132.0,518332.0
2235,2025-02-10,Palladam,Wheat,96,52,79,6.7,909,23,62,108.16,4910.0,531065.6
2236,2025-08-06,Krishnagiri,Tapioca,137,59,70,6.7,1153,29,69,108.9,23165.0,2522668.5
2237,2025-08-31,Kallakurichi,Onion,121,78,84,7.0,866,18,69,105.99,12313.0,1305054.87
2238,2025-05-09,Villupuram,Pumpkin,83,61,85,7.0,1263,29,65,101.06,14056.0,1420499.36
2239,2025-10-17,Villupuram,Chickpea,69,36,71,6.6,822,23,66,108.52,1940.0,210528.8
2240,2025-11-02,Ramanathapuram,Chickpea,88,42,65,6.6,950,22,75,107.33,5075.0,544699.75
2241,2025-11-18,Salem,Cabbage,154,86,99,6.8,1155,24,71,103.38,4543.0,469655.34
2242,2025-03-15,Kanchipuram,Tomato,156,81,139,6.6,965,21,67,100.44,8413.0,845001.72
2243,2025-03-04,Sivaganga,Cauliflower,123,57,78,6.8,726,20,73,86.9,6344.0,551293.6
2244,2025-10-19,Trichy,Sugarcane,187,81,129,6.9,1814,32,79,108.06,79021.0,8539009.26
2245,2025-11-24,Tiruvallur,Rice,133,56,115,6.1,1243,25,70,80.92,1246.0,100826.32
2246,2025-04-30,Coimbatore,Ginger,73,37,79,6.4,1417,31,77,91.37,5559.0,507925.83
2247,2025-10-04,Erode,Tomato,159,76,147,6.6,1180,23,65,106.8,9207.0,983307.6
2248,2025-12-28,Sankagiri,Chickpea,89,43,45,6.6,584,23,70,105.01,4369.0,458788.69
2249,2025-05-17,Perambalur,Lemon,122,78,76,6.9,1450,25,64,123.12,19859.0,2445040.08
2250,2025-08-17,Pudukkottai,Groundnut,62,43,55,6.7,362,22,74,111.97,1861.0,208376.17
2251,2025-07-06,Kanyakumari,Rice,109,77,105,6.5,1518,24,68,89.56,3618.0,324028.08
2252,2025-05-17,Palladam,Wheat,110,49,73,6.9,468,21,73,106.63,4417.0,470984.71
2253,2025-06-08,Ramanathapuram,Cabbage,168,72,100,6.8,1198,23,68,107.24,3746.0,401721.04
2254,2025-01-13,Ariyalur,Chili,140,86,107,6.8,825,25,79,102.96,2315.0,238352.4
2255,2025-10-04,Kallakurichi,Carrot,80,47,83,7.3,835,21,80,102.7,11664.0,1197892.8
2256,2025-08-11,Ariyalur,Mango,128,65,77,6.7,882,26,70,96.17,14366.0,1381578.22
2257,2025-11-16,Villupuram,Tapioca,113,56,96,6.7,1531,26,65,106.66,20901.0,2229300.66
2258,2025-03-07,Namakkal,Apple,142,58,102,6.9,928,27,65,107.21,10881.0,1166552.01
2259,2025-04-24,Kanchipuram,Wheat,101,74,69,6.8,975,24,70,104.27,4717.0,491841.59
2260,2025-04-09,Karur,Maize,149,75,113,6.7,1246,28,79,106.74,5301.0,565828.74
2261,2025-01-18,Perambalur,Cauliflower,117,69,69,6.7,1065,23,61,88.54,7105.0,629076.7
2262,2025-12-14,Karur,Maize,132,68,101,6.6,1044,26,74,105.33,7469.0,786709.77
2263,2025-09-11,Dindigul,Peas,105,49,73,6.6,1133,24,62,111.82,9492.0,1061395.44
2264,2025-09-13,Ooty,Pumpkin,116,57,91,6.8,978,32,71,104.52,22165.0,2316685.8
2265,2025-02-16,Palladam,Cauliflower,156,72,89,6.9,1026,21,70,77.93,4632.0,360971.76
2266,2025-06-12,Sivaganga,Chickpea,74,56,54,6.8,763,22,75,111.77,4672.0,522189.44
2267,2025-08-25,Kallakurichi,Brinjal,107,61,86,6.6,993,26,70,100.29,8140.0,816360.6
2268,2025-03-25,Salem,Brinjal,144,73,87,7.0,1399,24,64,106.54,5955.0,634445.7
2269,2025-06-18,Perambalur,Wheat,90,49,97,6.9,908,18,69,103.2,7019.0,724360.8
2270,2025-07-06,Kanchipuram,Maize,142,61,107,6.8,743,26,73,103.81,6204.0,644037.24
2271,2025-06-02,Salem,Cauliflower,119,67,102,6.7,950,22,76,84.8,5936.0,503372.8
2272,2025-03-05,Perambalur,Carrot,69,73,75,7.0,793,17,67,100.96,9237.0,932567.52
2273,2025-10-23,Coimbatore,Cauliflower,88,57,99,6.8,769,21,69,93.26,5941.0,554057.66
2274,2025-02-07,Virdhunagar,Cauliflower,117,70,98,6.7,999,19,69,85.33,5928.0,505836.24
2275,2025-11-24,Tiruvallur,Sugarcane,193,80,154,6.7,1882,30,80,92.29,65420.0,6037611.8
2276,2025-07-25,Ariyalur,Wheat,73,60,107,7.0,578,26,75,111.61,4068.0,454029.48
2277,2025-02-13,Kallakurichi,Onion,115,60,79,6.8,579,23,73,105.25,12952.0,1363198.0
2278,2025-01-09,Tirunelveli,Ginger,77,43,86,6.8,1433,32,80,95.9,6028.0,578085.2
2279,2025-04-03,Ariyalur,Apple,146,61,112,6.7,958,25,73,104.4,8606.0,898466.4
2280,2025-09-05,Kallakurichi,Cotton,96,51,67,6.8,778,26,67,97.82,2393.0,234083.26
2281,2025-04-12,Nagapattinam,Mango,134,46,83,7.0,897,24,65,91.91,23863.0,2193248.33
2282,2025-11-23,Pudukkottai,Cotton,101,48,78,6.9,775,27,62,101.72,1891.0,192352.52
2283,2025-12-21,Krishnagiri,Banana,156,91,161,7.1,1531,27,69,89.45,23365.0,2089999.25
2284,2025-03-09,Thoothukudi,Cabbage,133,85,83,6.6,871,19,69,101.64,5106.0,518973.84
2285,2025-06-19,Palladam,Apple,164,68,100,6.7,1045,29,75,103.06,10160.0,1047089.6
2286,2025-11-19,Trichy,Sugarcane,153,95,173,6.8,1920,28,79,102.51,60406.0,6192219.06
2287,2025-10-07,Krishnagiri,Onion,95,61,73,6.8,818,17,72,96.34,10329.0,995095.86
2288,2025-07-16,Krishnagiri,Peas,111,49,84,6.9,691,23,67,122.17,7222.0,882311.74
2289,2025-03-14,Thoothukudi,Ginger,92,55,80,6.6,1461,30,81,99.8,6300.0,628740.0
2290,2025-05-24,Kallakurichi,Rice,154,73,92,6.5,1287,26,69,91.56,5215.0,477485.4
2291,2025-04-09,Thoothukudi,Brinjal,114,46,96,6.9,1192,27,63,100.55,11813.0,1187797.15
2292,2025-11-29,Ooty,Maize,122,63,99,6.8,895,29,65,94.13,5572.0,524492.36
2293,2025-02-17,Salem,Banana,177,108,142,7.0,1317,31,76,98.42,19934.0,1961904.28
2294,2025-09-13,Thanjavur,Tomato,157,86,105,7.1,1188,22,71,105.76,8263.0,873894.88
2295,2025-06-13,Sankagiri,Cauliflower,160,78,84,6.8,1056,22,75,88.91,5314.0,472467.74
2296,2025-04-12,Thoothukudi,Wheat,119,65,78,6.9,485,23,60,109.7,4902.0,537749.4
2297,2025-05-31,Tiruvallur,Brinjal,125,64,100,7.2,1117,29,67,99.44,10160.0,1010310.4
2298,2025-08-12,Trichy,Peas,103,64,85,6.7,868,22,66,114.8,5618.0,644946.4
2299,2025-11-14,Krishnagiri,Chili,113,66,114,6.5,1256,25,73,92.56,2638.0,244173.28
2300,2025-10-06,Theni,Banana,155,95,148,6.9,1335,27,62,96.47,17119.0,1651469.93
2301,2025-03-03,Salem,Banana,198,83,145,6.9,1277,31,63,101.45,21921.0,2223885.45
2302,2025-03-21,Tiruvallur,Chickpea,97,47,49,6.8,491,21,69,96.06,4310.0,414018.6
2303,2025-08-13,Trichy,Tapioca,123,50,72,7.1,1096,28,68,101.21,28849.0,2919807.29
2304,2025-10-31,Virdhunagar,Lemon,114,60,98,7.5,1209,26,68,116.28,13666.0,1589082.48
2305,2025-08-12,Nagapattinam,Sugarcane,183,92,138,6.8,1872,30,75,99.76,96528.0,9629633.28
2306,2025-05-22,Coimbatore,Mango,88,68,86,7.0,1208,25,73,101.46,22445.0,2277269.7
2307,2025-06-19,Karur,Maize,134,62,120,7.0,1029,25,75,106.7,7658.0,817108.6
2308,2025-08-17,Erode,Tapioca,92,34,85,7.1,1300,26,70,104.4,17504.0,1827417.6
2309,2025-06-24,Nagapattinam,Wheat,123,52,88,6.8,844,23,61,99.34,4540.0,451003.6
2310,2025-07-14,Thanjavur,Mango,126,66,109,6.9,1200,29,69,92.4,18161.0,1678076.4
2311,2025-07-12,Kallakurichi,Soybean,106,60,73,7.1,569,26,69,110.84,2051.0,227332.84
2312,2025-08-17,Vellore,Cotton,122,53,64,7.1,830,26,75,88.43,1710.0,151215.3
2313,2025-10-31,Palladam,Cabbage,135,86,106,6.7,689,19,72,110.91,4552.0,504862.32
2314,2025-12-10,Kallakurichi,Groundnut,73,52,58,6.6,602,23,60,112.84,1313.0,148158.92
2315,2025-12-07,Ariyalur,Wheat,100,47,76,6.7,970,21,71,100.47,6836.0,686812.92
2316,2025-12-23,Kanyakumari,Onion,116,62,80,6.5,1141,22,65,102.53,14541.0,1490888.73
2317,2025-02-11,Tiruvannamalai,Pumpkin,90,64,75,6.6,1130,29,71,93.38,19103.0,1783838.14
2318,2025-10-16,Cuddalore,Soybean,110,47,122,6.9,596,29,68,114.71,1307.0,149925.97
2319,2025-05-23,Perambalur,Maize,179,79,132,7.1,902,26,74,100.56,6693.0,673048.08
2320,2025-05-26,Chennai,Cabbage,177,64,100,6.8,907,18,71,103.53,3750.0,388237.5
2321,2025-01-01,Nagapattinam,Apple,104,58,102,7.0,1434,27,67,102.6,12812.0,1314511.2
2322,2025-06-07,Tirunelveli,Cauliflower,135,75,98,6.8,1197,20,80,79.95,7125.0,569643.75
2323,2025-08-06,Ooty,Tomato,131,68,108,6.9,1011,20,69,106.39,7725.0,821862.75
2324,2025-06-05,Karur,Banana,191,96,138,6.8,1509,32,69,101.62,28952.0,2942102.24
2325,2025-11-15,Kanyakumari,Onion,123,61,67,6.7,784,25,62,106.84,13300.0,1420972.0
2326,2025-09-20,Ooty,Carrot,68,57,76,7.2,590,18,73,102.27,11041.0,1129163.07
2327,2025-12-27,Kallakurichi,Mango,140,68,83,6.8,1113,24,74,98.79,18347.0,1812500.13
2328,2025-08-05,Tirupur,Rice,116,52,115,6.3,1482,25,72,95.96,3935.0,377602.6
2329,2025-10-02,Virdhunagar,Onion,112,98,73,7.0,762,23,68,101.14,12034.0,1217118.76
2330,2025-08-25,Kanyakumari,Soybean,114,51,65,6.8,768,30,70,117.89,2266.0,267138.74
2331,2025-10-14,Tirupur,Wheat,96,54,71,7.0,771,24,59,98.57,6463.0,637057.91
2332,2025-08-26,Trichy,Lemon,134,62,95,7.1,1280,27,70,115.45,15594.0,1800327.3
2333,2025-06-30,Sivaganga,Chickpea,100,57,51,6.4,819,18,69,111.47,4901.0,546314.47
2334,2025-12-09,Salem,Pumpkin,94,67,77,6.5,1426,32,76,106.27,20648.0,2194262.96
2335,2025-11-19,Tiruvannamalai,Chickpea,62,47,29,7.0,960,21,63,111.89,3610.0,403922.9
2336,2025-05-25,Theni,Banana,190,90,146,6.8,1390,31,82,109.24,24981.0,2728924.44
2337,2025-10-24,Thoothukudi,Peas,70,60,73,6.7,890,21,67,112.54,7248.0,815689.92
2338,2025-07-31,Sankagiri,Cotton,91,47,52,7.1,1044,27,65,93.92,1422.0,133554.24
2339,2025-03-20,Vellore,Soybean,115,46,90,7.1,897,23,74,111.02,2632.0,292204.64
2340,2025-07-31,Thanjavur,Brinjal,102,68,94,7.1,1242,27,68,107.99,8953.0,966834.47
2341,2025-10-14,Erode,Lemon,134,65,116,7.2,1197,28,68,125.21,21935.0,2746481.35
2342,2025-06-24,Virdhunagar,Lemon,146,63,79,7.3,1269,27,59,125.45,16969.0,2128761.05
2343,2025-10-17,Thoothukudi,Peas,108,48,93,6.6,1117,19,70,121.1,10382.0,1257260.2
2344,2025-01-20,Dindigul,Tomato,140,64,98,7.0,948,22,80,107.2,11797.0,1264638.4
2345,2025-12-21,Dindigul,Wheat,108,72,69,6.8,1002,17,64,102.81,3707.0,381116.67
2346,2025-09-27,Salem,Tapioca,109,35,70,6.8,1433,25,77,112.13,11837.0,1327282.81
2347,2025-08-22,Madurai,Wheat,101,42,98,6.8,741,23,66,97.49,6200.0,604438.0
2348,2025-03-14,Vellore,Chili,120,80,91,6.9,1023,24,73,91.57,2941.0,269307.37
2349,2025-02-05,Chennai,Banana,168,89,134,7.3,1407,30,71,84.57,22671.0,1917286.47
2350,2025-05-12,Chennai,Ginger,109,44,82,6.4,1548,29,68,105.87,6782.0,718010.34
2351,2025-11-30,Sankagiri,Tapioca,119,47,90,6.8,1015,28,75,102.01,19451.0,1984196.51
2352,2025-03-22,Theni,Wheat,124,55,82,6.6,615,24,66,104.58,4676.0,489016.08
2353,2025-10-24,Vellore,Chili,137,80,116,7.0,976,26,76,106.8,1588.0,169598.4
2354,2025-10-15,Salem,Cauliflower,114,52,79,7.0,932,21,79,84.28,4425.0,372939.0
2355,2025-06-20,Villupuram,Rice,126,82,116,6.4,1278,26,73,102.43,5461.0,559370.23
2356,2025-05-10,Sankagiri,Cotton,118,55,83,6.9,939,28,77,93.67,1672.0,156616.24
2357,2025-08-05,Trichy,Lemon,115,71,106,6.5,1334,27,68,119.35,17556.0,2095308.6
2358,2025-06-13,Salem,Pumpkin,74,56,84,6.7,1127,31,66,114.29,12554.0,1434796.66
2359,2025-02-06,Ooty,Chickpea,88,43,52,6.9,596,21,74,102.58,4599.0,471765.42
2360,2025-09-17,Virdhunagar,Onion,115,60,80,6.8,852,24,72,109.41,14625.0,1600121.25
2361,2025-04-30,Palladam,Lemon,120,77,85,7.0,1237,22,63,128.1,13924.0,1783664.4
2362,2025-08-15,Trichy,Cabbage,129,74,101,6.5,1125,17,68,98.25,5479.0,538311.75
2363,2025-02-14,Krishnagiri,Chickpea,87,50,47,6.5,907,24,79,107.57,3847.0,413821.79
2364,2025-03-22,Madurai,Apple,134,69,120,6.9,1065,30,72,97.82,9798.0,958440.36
2365,2025-12-03,Cuddalore,Cabbage,135,76,102,6.7,908,17,68,100.47,5141.0,516516.27
2366,2025-12-31,Ramanathapuram,Chili,144,74,97,6.7,1149,26,72,98.14,3355.0,329259.7
2367,2025-12-26,Erode,Chickpea,70,56,57,6.9,806,25,67,98.23,5341.0,524646.43
2368,2025-03-19,Nagapattinam,Cabbage,137,75,98,6.6,957,20,73,105.36,3117.0,328407.12
2369,2025-08-01,Villupuram,Tomato,138,86,127,6.6,955,21,74,99.68,8906.0,887750.08
2370,2025-12-26,Trichy,Watermelon,150,78,109,7.5,1477,34,73,103.66,14709.0,1524734.94
2371,2025-09-01,Sankagiri,Banana,159,91,135,6.9,1678,33,73,95.44,16329.0,1558439.76
2372,2025-08-07,Kallakurichi,Mango,150,75,91,7.0,1026,30,68,93.41,26912.0,2513849.92
2373,2025-05-14,Dindigul,Banana,198,85,138,7.1,1460,31,68,99.39,32999.0,3279770.61
2374,2025-05-31,Salem,Sugarcane,195,69,138,7.3,1673,30,80,103.01,73472.0,7568350.72
2375,2025-07-10,Pudukkottai,Sugarcane,181,91,127,7.2,1645,26,75,109.59,93517.0,10248528.03
2376,2025-10-29,Sivaganga,Lemon,125,54,53,7.2,1281,32,71,122.05,8250.0,1006912.5
2377,2025-03-14,Namakkal,Cauliflower,150,72,94,6.8,1140,20,66,85.89,6485.0,556996.65
2378,2025-11-03,Tiruvannamalai,Watermelon,153,94,120,7.0,1573,30,76,103.6,14343.0,1485934.8
2379,2025-06-21,Tirunelveli,Brinjal,104,52,76,6.6,813,25,73,103.94,14556.0,1512950.64
2380,2025-08-01,Trichy,Pumpkin,75,60,90,6.5,1267,30,68,105.43,20939.0,2207598.77
2381,2025-07-07,Nagapattinam,Rice,132,70,122,6.3,1330,23,73,85.33,4078.0,347975.74
2382,2025-03-10,Namakkal,Tomato,131,89,115,7.0,1136,24,76,102.43,6905.0,707279.15
2383,2025-02-20,Dindigul,Cabbage,171,68,100,6.6,1045,20,61,102.52,3260.0,334215.2
2384,2025-07-15,Coimbatore,Chickpea,85,45,54,6.5,846,21,76,104.28,5139.0,535894.92
2385,2025-07-24,Villupuram,Chickpea,92,40,67,6.7,783,19,73,103.74,3406.0,353338.44
2386,2025-12-03,Tirupur,Peas,98,40,71,6.8,721,27,64,112.46,6803.0,765065.38
2387,2025-06-12,Villupuram,Cotton,107,61,85,6.7,1085,29,74,108.5,2304.0,249984.0
2388,2025-01-19,Kallakurichi,Peas,108,36,73,6.6,1164,25,71,108.18,6969.0,753906.42
2389,2025-05-01,Tiruvallur,Soybean,102,56,73,7.2,958,28,74,109.86,2465.0,270804.9
2390,2025-02-14,Theni,Sugarcane,160,91,157,6.9,1768,29,77,101.46,69625.0,7064152.5
2391,2025-03-12,Trichy,Chickpea,59,39,59,6.9,692,18,74,110.56,3206.0,354455.36
2392,2025-12-22,Pudukkottai,Lemon,127,73,94,6.8,1316,27,61,118.69,11246.0,1334787.74
2393,2025-12-03,Thoothukudi,Chili,123,65,118,7.1,884,27,71,96.85,2280.0,220818.0
2394,2025-10-12,Salem,Carrot,86,57,88,7.0,913,19,74,100.17,12835.0,1285681.95
2395,2025-01-09,Namakkal,Chickpea,89,44,29,6.5,567,21,78,100.82,4937.0,497748.34
2396,2025-12-15,Sivaganga,Maize,155,68,114,6.9,1123,30,76,103.79,5655.0,586932.45
2397,2025-08-23,Kallakurichi,Watermelon,146,89,110,6.9,1438,33,71,98.07,10998.0,1078573.86
2398,2025-01-27,Tirupur,Cauliflower,106,61,93,6.9,971,15,72,89.57,5993.0,536793.01
2399,2025-01-13,Erode,Chickpea,71,43,58,6.9,654,23,75,102.13,4515.0,461116.95
2400,2025-05-29,Krishnagiri,Brinjal,104,56,68,6.9,616,30,68,103.87,13105.0,1361216.35
2401,2025-04-23,Karur,Groundnut,61,42,45,6.6,715,29,75,122.52,1139.0,139550.28
2402,2025-10-19,Tirunelveli,Maize,132,78,120,6.6,931,27,78,99.19,4093.0,405984.67
2403,2025-07-02,Sivaganga,Tapioca,101,35,71,6.4,1363,27,61,107.48,24263.0,2607787.24
2404,2025-01-21,Thoothukudi,Groundnut,78,49,56,6.8,643,25,64,122.47,1163.0,142432.61
2405,2025-11-04,Palladam,Maize,161,73,136,6.8,1037,29,65,101.4,4962.0,503146.8
2406,2025-09-18,Kanyakumari,Maize,165,73,124,6.7,1066,28,67,108.24,7087.0,767096.88
2407,2025-10-25,Dindigul,Peas,109,45,102,6.8,718,19,70,113.3,6511.0,737696.3
2408,2025-03-13,Sankagiri,Sugarcane,177,82,125,6.8,1744,30,67,113.55,64665.0,7342710.75
2409,2025-11-19,Kallakurichi,Cabbage,147,75,89,6.4,1042,24,69,94.16,4803.0,452250.48
2410,2025-09-07,Karur,Onion,116,64,72,6.9,1077,21,72,104.75,13330.0,1396317.5
2411,2025-07-10,Karur,Groundnut,40,52,48,6.8,785,22,72,123.85,1542.0,190976.7
2412,2025-03-14,Palladam,Chili,140,79,115,6.6,990,29,64,93.21,3026.0,282053.46
2413,2025-12-18,Kanyakumari,Tapioca,92,52,80,7.0,1264,30,62,104.41,21212.0,2214744.92
2414,2025-09-07,Thanjavur,Cauliflower,104,64,87,6.5,863,18,73,86.96,4409.0,383406.64
2415,2025-06-29,Karur,Pumpkin,88,46,86,6.9,924,28,69,111.36,24641.0,2744021.76
2416,2025-09-25,Kallakurichi,Chickpea,69,55,47,6.8,898,23,63,97.3,4903.0,477061.9
2417,2025-11-05,Tiruvallur,Cauliflower,124,66,85,6.8,855,20,61,95.51,4646.0,443739.46
2418,2025-02-06,Trichy,Wheat,89,61,99,7.0,833,25,68,97.95,4843.0,474371.85
2419,2025-08-09,Perambalur,Cabbage,156,76,100,6.9,1085,21,64,107.89,4153.0,448067.17
2420,2025-06-29,Palladam,Wheat,100,59,71,6.6,496,20,70,107.85,4735.0,510669.75
2421,2025-02-10,Salem,Pumpkin,103,37,74,6.8,997,29,66,105.57,18582.0,1961701.74
2422,2025-11-02,Madurai,Brinjal,121,66,67,6.7,1060,28,54,105.79,12419.0,1313806.01
2423,2025-12-25,Palladam,Sugarcane,212,86,159,7.3,1669,33,67,108.06,68120.0,7361047.2
2424,2025-10-08,Palladam,Carrot,73,52,88,6.9,669,20,84,103.39,7603.0,786074.17
2425,2025-06-11,Thanjavur,Brinjal,108,72,62,6.6,1338,23,72,107.27,13680.0,1467453.6
2426,2025-03-15,Sivaganga,Chili,125,65,86,6.9,995,26,70,91.28,3340.0,304875.2
2427,2025-05-10,Tiruvallur,Mango,127,66,84,6.8,700,30,68,95.3,9592.0,914117.6
2428,2025-04-02,Trichy,Chili,145,86,102,6.9,1107,27,78,91.77,2553.0,234288.81
2429,2025-11-25,Tirunelveli,Chili,111,73,107,6.7,1223,24,69,110.69,1707.0,188947.83
2430,2025-04-20,Thoothukudi,Watermelon,133,95,104,6.9,1365,30,69,101.35,8614.0,873028.9
2431,2025-02-14,Karur,Tapioca,127,45,94,7.0,1319,30,77,118.01,18305.0,2160173.05
2432,2025-02-24,Villupuram,Ginger,108,33,81,6.3,1435,27,71,103.96,7001.0,727823.96
2433,2025-07-15,Madurai,Sugarcane,164,94,145,7.0,1565,30,79,101.97,74021.0,7547921.37
2434,2025-09-11,Kanchipuram,Apple,123,85,125,6.6,1105,27,66,94.78,13127.0,1244177.06
2435,2025-02-09,Trichy,Sugarcane,179,104,123,6.6,1688,30,71,102.53,75058.0,7695696.74
2436,2025-10-08,Karur,Chickpea,63,40,55,6.7,695,21,73,109.53,4578.0,501428.34
2437,2025-04-18,Thanjavur,Brinjal,133,58,81,6.5,1193,29,59,106.31,7859.0,835490.29
2438,2025-02-21,Kanchipuram,Mango,133,71,103,6.8,874,25,68,102.67,27948.0,2869421.16
2439,2025-07-19,Tiruvallur,Tomato,140,89,108,6.9,1153,25,74,95.71,5573.0,533391.83
2440,2025-07-01,Trichy,Cauliflower,151,72,107,6.8,906,15,70,79.04,3977.0,314342.08
2441,2025-02-08,Erode,Apple,149,54,108,6.9,1623,27,75,102.1,9968.0,1017732.8
2442,2025-02-24,Coimbatore,Watermelon,147,74,111,6.9,1448,32,74,96.77,14084.0,1362908.68
2443,2025-05-14,Namakkal,Apple,120,71,114,6.6,1103,25,71,95.51,9622.0,918997.22
2444,2025-04-03,Ramanathapuram,Lemon,137,65,84,7.1,1110,27,65,125.61,16042.0,2015035.62
2445,2025-01-17,Sankagiri,Groundnut,57,51,26,6.8,475,25,70,118.75,552.0,65550.0
2446,2025-11-24,Palladam,Chili,95,78,87,6.8,1002,28,64,97.19,3504.0,340553.76
2447,2025-09-27,Ramanathapuram,Groundnut,73,43,73,6.7,494,26,75,112.64,1794.0,202076.16
2448,2025-05-02,Palladam,Mango,109,66,98,7.1,1072,27,69,91.86,22503.0,2067125.58
2449,2025-04-21,Cuddalore,Groundnut,67,43,57,6.8,468,22,77,124.08,1592.0,197535.36
2450,2025-10-11,Tirunelveli,Brinjal,140,65,82,6.8,790,27,76,105.11,13728.0,1442950.08
2451,2025-02-07,Kallakurichi,Lemon,121,66,92,6.9,1403,27,74,123.72,18354.0,2270756.88
2452,2025-12-26,Salem,Lemon,120,57,70,7.1,1294,32,73,115.8,12479.0,1445068.2
2453,2025-11-24,Coimbatore,Brinjal,157,48,96,6.7,815,27,71,107.1,6867.0,735455.7
2454,2025-09-22,Namakkal,Brinjal,99,57,73,6.9,1087,29,75,108.72,10885.0,1183417.2
